City_PK,State,City_Village,latitude,longitude
Car Nicobar|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Car Nicobar,9.187057,92.77301361
Malacca|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Malacca,9.1745907,92.8256179
Kamorta|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Kamorta,8.0384614,93.5440671
Tarasa Island|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Tarasa Island,8.27412725,93.10644553
Mayabunder|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Mayabunder,12.7701746,92.83131186
Bakultala|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Bakultala,12.504344,92.861272
Rangat|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Rangat,12.49362455,92.82562557
Bambooflat|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Bambooflat,11.7126318,92.7163855
Hut Bay|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Hut Bay,10.5869846,92.5627746
Garacharma|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Garacharma,11.61287,92.70487
Port Blair|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Port Blair,11.6645348,92.7390448
Prothrapur|Andaman & Nicobar Islands,Andaman & Nicobar Islands,Prothrapur,11.6186079,92.7269756
Araku|Andhra Pradesh,Andhra Pradesh,Araku,18.3329216,82.8652583
Kantabamsuguda|Andhra Pradesh,Andhra Pradesh,Kantabamsuguda,18.3225509,82.8817761
Chintapalle|Andhra Pradesh,Andhra Pradesh,Chintapalle,17.9195753,82.37996202
Upper Sileru Project Site Camp|Andhra Pradesh,Andhra Pradesh,Upper Sileru Project Site Camp,18.0584877,82.0325401
Gudivada Visakhapatnam|Andhra Pradesh,Andhra Pradesh,Gudivada Visakhapatnam,17.6868159,83.2184815
Paderu|Andhra Pradesh,Andhra Pradesh,Paderu,18.0453386,82.74763088
Rampachodavaram|Andhra Pradesh,Andhra Pradesh,Rampachodavaram,17.4116275,81.81727737
Anakapalle|Andhra Pradesh,Andhra Pradesh,Anakapalle,17.68897,83.003476
Bowluvada|Andhra Pradesh,Andhra Pradesh,Bowluvada,17.7455934,82.9876846
APSEZ Multi Product Special Economic Zone|Andhra Pradesh,Andhra Pradesh,APSEZ Multi Product Special Economic Zone,17.6896435,83.0023634
Atchutapuram APSEZ|Andhra Pradesh,Andhra Pradesh,Atchutapuram APSEZ,17.5346977,82.9880274
Chodavaram|Andhra Pradesh,Andhra Pradesh,Chodavaram,17.8181976,82.97176209
Golugonda|Andhra Pradesh,Andhra Pradesh,Golugonda,17.67489635,82.47006438
Nakkapalle|Andhra Pradesh,Andhra Pradesh,Nakkapalle,17.39727865,82.65742859
Narsipatnam|Andhra Pradesh,Andhra Pradesh,Narsipatnam,17.64070945,82.61598715
Peda Boddepalle|Andhra Pradesh,Andhra Pradesh,Peda Boddepalle,17.6627798,82.6307869
Visakhapatnam|Andhra Pradesh,Andhra Pradesh,Visakhapatnam,17.6630326,83.14415134
Payakaraopeta|Andhra Pradesh,Andhra Pradesh,Payakaraopeta,17.32218765,82.58414559
Yelamanchili|Andhra Pradesh,Andhra Pradesh,Yelamanchili,17.5339769,82.81813504
Ananthapuramu|Andhra Pradesh,Andhra Pradesh,Ananthapuramu,14.0126989,78.41802219
Kakkalapalle|Andhra Pradesh,Andhra Pradesh,Kakkalapalle,14.6431625,77.55621
Kallur|Andhra Pradesh,Andhra Pradesh,Kallur,13.8352485,77.5612254
Gooty|Andhra Pradesh,Andhra Pradesh,Gooty,15.13014175,77.6436594
Guntakal|Andhra Pradesh,Andhra Pradesh,Guntakal,15.11965065,77.45529027
Kalyandurg|Andhra Pradesh,Andhra Pradesh,Kalyandurg,14.54116815,77.21612163
Pamidi|Andhra Pradesh,Andhra Pradesh,Pamidi,14.9699488,77.54554784
Rayadurg|Andhra Pradesh,Andhra Pradesh,Rayadurg,14.7006174,76.8495095
Tadpatri|Andhra Pradesh,Andhra Pradesh,Tadpatri,14.9382599,78.02786888
Uravakonda|Andhra Pradesh,Andhra Pradesh,Uravakonda,14.8722142,77.26206804
Horseley Hills|Andhra Pradesh,Andhra Pradesh,Horseley Hills,13.6507496,78.3970205
Kodur|Andhra Pradesh,Andhra Pradesh,Kodur,13.91861365,79.35253491
Idustrial Area Molakaladinne|Andhra Pradesh,Andhra Pradesh,Idustrial Area Molakaladinne,13.5312692,78.5518889
Madanapalle|Andhra Pradesh,Andhra Pradesh,Madanapalle,13.57325965,78.47914645
Nagireddipalle|Andhra Pradesh,Andhra Pradesh,Nagireddipalle,14.2702515,79.1058257
Mangampeta|Andhra Pradesh,Andhra Pradesh,Mangampeta,14.020477,79.3315011
Pileru|Andhra Pradesh,Andhra Pradesh,Pileru,13.7020601,78.9220736
Rajampet|Andhra Pradesh,Andhra Pradesh,Rajampet,14.200322,79.11028622
Chennamukkapalle|Andhra Pradesh,Andhra Pradesh,Chennamukkapalle,14.0605221,78.7674562
Rayachoti|Andhra Pradesh,Andhra Pradesh,Rayachoti,14.0629248,78.71843326
Bapatla|Andhra Pradesh,Andhra Pradesh,Bapatla,15.9052608,80.4680501
Chirala|Andhra Pradesh,Andhra Pradesh,Chirala,15.8361517,80.3636644
Medarametla|Andhra Pradesh,Andhra Pradesh,Medarametla,15.7249927,80.0162373
Nagaram|Andhra Pradesh,Andhra Pradesh,Nagaram,15.99476825,80.69933617
Repalle|Andhra Pradesh,Andhra Pradesh,Repalle,16.0192816,80.8314567
Vetapalem|Andhra Pradesh,Andhra Pradesh,Vetapalem,15.7748919,80.3273469
Chittoor|Andhra Pradesh,Andhra Pradesh,Chittoor,13.1601048,79.15555062
Mangasamudram|Andhra Pradesh,Andhra Pradesh,Mangasamudram,13.2417669,79.0786281
Murakambattu|Andhra Pradesh,Andhra Pradesh,Murakambattu,13.2461144,79.1173018
Kuppam|Andhra Pradesh,Andhra Pradesh,Kuppam,12.73137835,78.38187451
Ekambarakuppam|Andhra Pradesh,Andhra Pradesh,Ekambarakuppam,13.3165548,79.5667878
Nagari|Andhra Pradesh,Andhra Pradesh,Nagari,13.31217355,79.59793429
Palamaner|Andhra Pradesh,Andhra Pradesh,Palamaner,13.1515975,78.73566699
Punganur|Andhra Pradesh,Andhra Pradesh,Punganur,13.405603,78.55808373
Anaparthy|Andhra Pradesh,Andhra Pradesh,Anaparthy,16.900065,81.97344813
Chagallu|Andhra Pradesh,Andhra Pradesh,Chagallu,16.97200225,81.63922172
Devarapalli|Andhra Pradesh,Andhra Pradesh,Devarapalli,17.0289633,81.5555607
Yernagudem|Andhra Pradesh,Andhra Pradesh,Yernagudem,16.9987695,81.5038348
Gopalapuram|Andhra Pradesh,Andhra Pradesh,Gopalapuram,17.1340648,81.53082657
Dowleswaram|Andhra Pradesh,Andhra Pradesh,Dowleswaram,16.950088,81.785515
Narasapuram|Andhra Pradesh,Andhra Pradesh,Narasapuram,17.1716273,81.8585022
Kovvur|Andhra Pradesh,Andhra Pradesh,Kovvur,17.01796845,81.71012108
Anantapalli|Andhra Pradesh,Andhra Pradesh,Anantapalli,16.9770257,81.4467181
Nallajerla|Andhra Pradesh,Andhra Pradesh,Nallajerla,16.9595238,81.4002131
Nidadavole|Andhra Pradesh,Andhra Pradesh,Nidadavole,16.9065631,81.65423521
Rajahmundry|Andhra Pradesh,Andhra Pradesh,Rajahmundry,17.0050454,81.7804732
Bhimadole|Andhra Pradesh,Andhra Pradesh,Bhimadole,16.7557697,81.29270047
Gundugolanu|Andhra Pradesh,Andhra Pradesh,Gundugolanu,16.7827423,81.2278841
Pulla|Andhra Pradesh,Andhra Pradesh,Pulla,16.8096208,81.3234094
Denduluru|Andhra Pradesh,Andhra Pradesh,Denduluru,16.7813691,81.17082874
Dwaraka Tirumala|Andhra Pradesh,Andhra Pradesh,Dwaraka Tirumala,16.9545281,81.2565686
Eluru|Andhra Pradesh,Andhra Pradesh,Eluru,16.67613485,81.17086824
Sanivarapupeta|Andhra Pradesh,Andhra Pradesh,Sanivarapupeta,16.7214467,81.0990116
Satrampadu|Andhra Pradesh,Andhra Pradesh,Satrampadu,16.7089881,81.0752135
Pippara|Andhra Pradesh,Andhra Pradesh,Pippara,16.7132465,81.5464974
Jangareddigudem|Andhra Pradesh,Andhra Pradesh,Jangareddigudem,17.0973156,81.31430932
Gavaravaram|Andhra Pradesh,Andhra Pradesh,Gavaravaram,16.7177118,81.079605
Nuzvid|Andhra Pradesh,Andhra Pradesh,Nuzvid,16.7907012,80.8476103
Badampudi|Andhra Pradesh,Andhra Pradesh,Badampudi,16.8283302,81.4741024
Chebrole Khandrika|Andhra Pradesh,Andhra Pradesh,Chebrole Khandrika,16.7106604,81.0952431
Kaikaram|Andhra Pradesh,Andhra Pradesh,Kaikaram,16.8120145,81.3678085
Unguturu|Andhra Pradesh,Andhra Pradesh,Unguturu,16.8273817,81.4181513
Guntur|Andhra Pradesh,Andhra Pradesh,Guntur,16.2915189,80.4541588
Amaravati|Andhra Pradesh,Andhra Pradesh,Amaravati,16.5096679,80.5184535
Mangalagiri|Andhra Pradesh,Andhra Pradesh,Mangalagiri,16.4318209,80.5688069
Medikonduru|Andhra Pradesh,Andhra Pradesh,Medikonduru,16.36572725,80.30140087
Perecherla|Andhra Pradesh,Andhra Pradesh,Perecherla,16.3323613,80.3527921
Phirangipuram|Andhra Pradesh,Andhra Pradesh,Phirangipuram,16.30930725,80.23557757
Ponnur|Andhra Pradesh,Andhra Pradesh,Ponnur,16.0683776,80.5522462
Tadepalli|Andhra Pradesh,Andhra Pradesh,Tadepalli,16.4917611,80.6030851
Vaddeswaram|Andhra Pradesh,Andhra Pradesh,Vaddeswaram,16.4470335,80.6114786
Ponnekallu|Andhra Pradesh,Andhra Pradesh,Ponnekallu,16.4067026,80.4008255
Tenali|Andhra Pradesh,Andhra Pradesh,Tenali,16.2377735,80.6464219
Chebrolu|Andhra Pradesh,Andhra Pradesh,Chebrolu,17.1917149,82.3149739
Kakinada|Andhra Pradesh,Andhra Pradesh,Kakinada,16.99716705,82.2457999
Uppada|Andhra Pradesh,Andhra Pradesh,Uppada,17.0812722,82.3337972
Peddapuram|Andhra Pradesh,Andhra Pradesh,Peddapuram,17.09813605,82.13236973
Pithapuram|Andhra Pradesh,Andhra Pradesh,Pithapuram,17.1489922,82.2301886
Prattipadu|Andhra Pradesh,Andhra Pradesh,Prattipadu,17.1590214,82.2674398
Samalkot|Andhra Pradesh,Andhra Pradesh,Samalkot,17.0453164,82.1689895
Annavaram|Andhra Pradesh,Andhra Pradesh,Annavaram,17.2833149,82.4080348
Kathipudi|Andhra Pradesh,Andhra Pradesh,Kathipudi,17.2438939,82.3330984
Tuni|Andhra Pradesh,Andhra Pradesh,Tuni,17.3819414,82.52074178
Amalapuram|Andhra Pradesh,Andhra Pradesh,Amalapuram,16.57950675,81.99732471
Bandarulanka|Andhra Pradesh,Andhra Pradesh,Bandarulanka,16.5868087,81.9692743
Mandapeta|Andhra Pradesh,Andhra Pradesh,Mandapeta,16.8968337,81.91817932
Mummidivaram|Andhra Pradesh,Andhra Pradesh,Mummidivaram,16.64641145,82.11641831
Draksharamam|Andhra Pradesh,Andhra Pradesh,Draksharamam,16.7914449,82.0597816
Ramachandrapuram|Andhra Pradesh,Andhra Pradesh,Ramachandrapuram,16.8207237,82.06252457
Razole|Andhra Pradesh,Andhra Pradesh,Razole,16.4628683,81.86157873
Thatipaka|Andhra Pradesh,Andhra Pradesh,Thatipaka,16.4964968,81.8799306
Hanuman Junction|Andhra Pradesh,Andhra Pradesh,Hanuman Junction,16.6356702,80.9715168
Gudivada|Andhra Pradesh,Andhra Pradesh,Gudivada,16.4329976,80.9937151
Kankipadu|Andhra Pradesh,Andhra Pradesh,Kankipadu,16.438705,80.7647019
Machilipatnam|Andhra Pradesh,Andhra Pradesh,Machilipatnam,16.1817369,81.1348181
Pedana|Andhra Pradesh,Andhra Pradesh,Pedana,16.3262513,81.15164379
Vuyyuru|Andhra Pradesh,Andhra Pradesh,Vuyyuru,16.3638021,80.8427241
Adoni|Andhra Pradesh,Andhra Pradesh,Adoni,15.6559189,77.26977367
Kurnool|Andhra Pradesh,Andhra Pradesh,Kurnool,15.8309251,78.0425373
Kodumur|Andhra Pradesh,Andhra Pradesh,Kodumur,15.67124125,77.87580044
Mamidalapadu|Andhra Pradesh,Andhra Pradesh,Mamidalapadu,15.8535232,78.0145716
Mantralayam|Andhra Pradesh,Andhra Pradesh,Mantralayam,15.88036,77.38551513
Yemmiganur|Andhra Pradesh,Andhra Pradesh,Yemmiganur,15.74712865,77.51206932
Atmakur|Andhra Pradesh,Andhra Pradesh,Atmakur,15.91533865,78.7084063
Banaganapalle|Andhra Pradesh,Andhra Pradesh,Banaganapalle,15.3520035,78.19358748
Banumukkala|Andhra Pradesh,Andhra Pradesh,Banumukkala,15.2895467,78.2105857
Bethamcherla|Andhra Pradesh,Andhra Pradesh,Bethamcherla,15.46793575,78.10737951
Dhone|Andhra Pradesh,Andhra Pradesh,Dhone,15.37574275,77.83971513
Koikuntla|Andhra Pradesh,Andhra Pradesh,Koikuntla,15.2304101,78.3173641
Thummalamenta|Andhra Pradesh,Andhra Pradesh,Thummalamenta,15.02801,78.0238197
Nandyal|Andhra Pradesh,Andhra Pradesh,Nandyal,15.47537735,78.47855757
Ramapuram|Andhra Pradesh,Andhra Pradesh,Ramapuram,15.2199803,78.6042033
Srisailam|Andhra Pradesh,Andhra Pradesh,Srisailam,16.0909794,78.86563076
Sunnipenta|Andhra Pradesh,Andhra Pradesh,Sunnipenta,16.0772296,78.9090214
Ibrahimpatnam|Andhra Pradesh,Andhra Pradesh,Ibrahimpatnam,16.6554758,80.49540233
Kondapalle|Andhra Pradesh,Andhra Pradesh,Kondapalle,17.562337,82.2719086
Vijayawada|Andhra Pradesh,Andhra Pradesh,Vijayawada,16.5087573,80.6185089
Jaggaiahpet|Andhra Pradesh,Andhra Pradesh,Jaggaiahpet,16.898534,80.103347
Mylavaram|Andhra Pradesh,Andhra Pradesh,Mylavaram,16.7612039,80.6418168
Velvadam|Andhra Pradesh,Andhra Pradesh,Velvadam,16.7622134,80.6635925
Nandigama|Andhra Pradesh,Andhra Pradesh,Nandigama,16.78773755,80.28883024
Nadim Tiruvuru|Andhra Pradesh,Andhra Pradesh,Nadim Tiruvuru,17.0777706,80.6049374
Prasadampadu|Andhra Pradesh,Andhra Pradesh,Prasadampadu,16.5196022,80.6895583
Tadepalle|Andhra Pradesh,Andhra Pradesh,Tadepalle,16.6090694,80.618695
Vissannapet|Andhra Pradesh,Andhra Pradesh,Vissannapet,16.9425688,80.7796313
Chilakaluripet|Andhra Pradesh,Andhra Pradesh,Chilakaluripet,16.0949502,80.1658779
Edlapadu|Andhra Pradesh,Andhra Pradesh,Edlapadu,16.20039545,80.23838128
Gurzala|Andhra Pradesh,Andhra Pradesh,Gurzala,16.5556876,79.6361748
Macherla|Andhra Pradesh,Andhra Pradesh,Macherla,16.4761106,79.4364146
Vijayapuri South|Andhra Pradesh,Andhra Pradesh,Vijayapuri South,16.5692348,79.320636
Ganapavaram|Andhra Pradesh,Andhra Pradesh,Ganapavaram,16.4168823,80.0347352
Narasaraopet|Andhra Pradesh,Andhra Pradesh,Narasaraopet,16.2389242,80.0472879
Piduguralla|Andhra Pradesh,Andhra Pradesh,Piduguralla,16.46578105,79.84597409
Sattenapalle|Andhra Pradesh,Andhra Pradesh,Sattenapalle,16.42140025,80.16888971
Vinukonda|Andhra Pradesh,Andhra Pradesh,Vinukonda,16.02205605,79.6644844
Palakonda|Andhra Pradesh,Andhra Pradesh,Palakonda,18.62733595,83.74086926
Parvathipuram|Andhra Pradesh,Andhra Pradesh,Parvathipuram,18.7649439,83.34458763
Salur|Andhra Pradesh,Andhra Pradesh,Salur,18.5177,83.2081
Bestawaripeta|Andhra Pradesh,Andhra Pradesh,Bestawaripeta,15.38781865,79.12120141
Chimakurthy|Andhra Pradesh,Andhra Pradesh,Chimakurthy,15.584304,79.874179
Cumbum|Andhra Pradesh,Andhra Pradesh,Cumbum,15.56400945,79.05205906
Giddaluru|Andhra Pradesh,Andhra Pradesh,Giddaluru,15.3695299,78.9191855
Kanigiri|Andhra Pradesh,Andhra Pradesh,Kanigiri,15.36812235,79.51569145
Komarolu|Andhra Pradesh,Andhra Pradesh,Komarolu,15.29211265,78.99667022
Kothapatnam|Andhra Pradesh,Andhra Pradesh,Kothapatnam,15.4459511,80.1661405
Markapur|Andhra Pradesh,Andhra Pradesh,Markapur,15.71498775,79.23882575
Autonagar|Andhra Pradesh,Andhra Pradesh,Autonagar,15.7756795,79.6871583
Ongole|Andhra Pradesh,Andhra Pradesh,Ongole,15.5075545,80.06080047
Pamur|Andhra Pradesh,Andhra Pradesh,Pamur,15.13110385,79.47700627
Podili|Andhra Pradesh,Andhra Pradesh,Podili,15.59249935,79.57348224
Santhanuthalapadu|Andhra Pradesh,Andhra Pradesh,Santhanuthalapadu,15.5400343,79.943918
Mulaguntapadu|Andhra Pradesh,Andhra Pradesh,Mulaguntapadu,15.2979053,80.0339312
Singarayakonda|Andhra Pradesh,Andhra Pradesh,Singarayakonda,15.25565905,80.03122818
Allur|Andhra Pradesh,Andhra Pradesh,Allur,14.6833813,80.0535937
Atmakur Sri Potti Sriramulu|Andhra Pradesh,Andhra Pradesh,Atmakur Sri Potti Sriramulu,14.67029195,79.57396235
Kovurpalle|Andhra Pradesh,Andhra Pradesh,Kovurpalle,14.7788698,80.0185586
Gangapatnam|Andhra Pradesh,Andhra Pradesh,Gangapatnam,14.5240593,80.1522508
Indukurpet|Andhra Pradesh,Andhra Pradesh,Indukurpet,14.51156315,80.11416415
Kudithipalem|Andhra Pradesh,Andhra Pradesh,Kudithipalem,14.5619386,80.1505339
Kaluvaya|Andhra Pradesh,Andhra Pradesh,Kaluvaya,14.4357221,79.45677277
Kandukur|Andhra Pradesh,Andhra Pradesh,Kandukur,15.2250199,79.90801153
Kavali|Andhra Pradesh,Andhra Pradesh,Kavali,14.91098925,80.01534336
IFFCO Nellore Agropark|Andhra Pradesh,Andhra Pradesh,IFFCO Nellore Agropark,14.4425987,79.986456
Nellore|Andhra Pradesh,Andhra Pradesh,Nellore,14.4493717,79.9873763
Muttukuru|Andhra Pradesh,Andhra Pradesh,Muttukuru,14.2901515,80.0955377
Podalakur|Andhra Pradesh,Andhra Pradesh,Podalakur,14.4349702,79.72163698
Ramathirtham|Andhra Pradesh,Andhra Pradesh,Ramathirtham,14.6424218,80.1427946
Vavilla|Andhra Pradesh,Andhra Pradesh,Vavilla,14.6047388,80.0815468
Dharmavaram|Andhra Pradesh,Andhra Pradesh,Dharmavaram,14.4124551,77.7201031
Hindupur|Andhra Pradesh,Andhra Pradesh,Hindupur,13.8222599,77.5009298
Kadiri|Andhra Pradesh,Andhra Pradesh,Kadiri,14.1137566,78.1610702
Puttaparthi|Andhra Pradesh,Andhra Pradesh,Puttaparthi,14.1669963,77.8091496
Yenumalapalle|Andhra Pradesh,Andhra Pradesh,Yenumalapalle,14.1438601,77.815285
Somandepalle|Andhra Pradesh,Andhra Pradesh,Somandepalle,14.0088622,77.6076433
Amadalavalasa|Andhra Pradesh,Andhra Pradesh,Amadalavalasa,18.40097425,83.87434111
Hiramandalam|Andhra Pradesh,Andhra Pradesh,Hiramandalam,18.6791382,83.9524124
Ichchapuram|Andhra Pradesh,Andhra Pradesh,Ichchapuram,19.1040031,84.66680576
Kotabammal|Andhra Pradesh,Andhra Pradesh,Kotabammal,18.5201889,84.1637486
Meliaputti|Andhra Pradesh,Andhra Pradesh,Meliaputti,18.74125755,84.18989869
Narasannapeta|Andhra Pradesh,Andhra Pradesh,Narasannapeta,18.4132716,84.00739667
Palasa Kasibugga|Andhra Pradesh,Andhra Pradesh,Palasa Kasibugga,18.7694542,84.4179944
Pathapatnam|Andhra Pradesh,Andhra Pradesh,Pathapatnam,18.7110086,84.08853382
Pondura|Andhra Pradesh,Andhra Pradesh,Pondura,18.349401,83.7565858
IP Pyidibhimavaram|Andhra Pradesh,Andhra Pradesh,IP Pyidibhimavaram,18.2949165,83.8938018
Sompeta|Andhra Pradesh,Andhra Pradesh,Sompeta,18.9424871,84.5839641
Srikakulam|Andhra Pradesh,Andhra Pradesh,Srikakulam,18.32002205,83.9160772
Tekkali|Andhra Pradesh,Andhra Pradesh,Tekkali,18.6083011,84.2312819
Gudur Part|Andhra Pradesh,Andhra Pradesh,Gudur Part,13.6552032,79.5240963
Gudur|Andhra Pradesh,Andhra Pradesh,Gudur,14.14324245,79.82138862
Kota|Andhra Pradesh,Andhra Pradesh,Kota,14.09414185,80.10199444
Nayudupeta|Andhra Pradesh,Andhra Pradesh,Nayudupeta,13.9086795,79.900829
Vinnamala|Andhra Pradesh,Andhra Pradesh,Vinnamala,13.9130367,79.9094859
Narayanavanam|Andhra Pradesh,Andhra Pradesh,Narayanavanam,13.459029,79.61784209
Puttur|Andhra Pradesh,Andhra Pradesh,Puttur,13.41861395,79.53294741
Tirupati|Andhra Pradesh,Andhra Pradesh,Tirupati,13.6225772,79.4111216
Srikalahasti|Andhra Pradesh,Andhra Pradesh,Srikalahasti,13.7896547,79.64707713
Sulluru|Andhra Pradesh,Andhra Pradesh,Sulluru,13.621579,79.409832
Yerrabalem|Andhra Pradesh,Andhra Pradesh,Yerrabalem,13.6287557,79.4191795
APIIC Tada|Andhra Pradesh,Andhra Pradesh,APIIC Tada,13.6328204,79.486842
Tada|Andhra Pradesh,Andhra Pradesh,Tada,13.5895957,80.0328514
Tiruchanur|Andhra Pradesh,Andhra Pradesh,Tiruchanur,13.6314297,79.4604674
Tirumala|Andhra Pradesh,Andhra Pradesh,Tirumala,13.6795235,79.3497522
Sri City|Andhra Pradesh,Andhra Pradesh,Sri City,13.5550766,80.02605715
Venkatagiri|Andhra Pradesh,Andhra Pradesh,Venkatagiri,14.01006775,79.4850733
APIIC Gambheeram|Andhra Pradesh,Andhra Pradesh,APIIC Gambheeram,17.8727782,83.3692557
Bheemunipatnam|Andhra Pradesh,Andhra Pradesh,Bheemunipatnam,17.891381,83.4512183
Mulakuddu|Andhra Pradesh,Andhra Pradesh,Mulakuddu,17.9110988,83.4456801
Thagarapuvalasa|Andhra Pradesh,Andhra Pradesh,Thagarapuvalasa,17.9324914,83.4267973
Electronics Manufacturing Cluster Gurrampalem|Andhra Pradesh,Andhra Pradesh,Electronics Manufacturing Cluster Gurrampalem,17.8202649,83.1985299
Madhurawada|Andhra Pradesh,Andhra Pradesh,Madhurawada,17.8184069,83.3577558
Rushikonda APIIC|Andhra Pradesh,Andhra Pradesh,Rushikonda APIIC,17.7635615,83.3115799
Bobbili|Andhra Pradesh,Andhra Pradesh,Bobbili,18.5748202,83.3522594
Chipurupalle|Andhra Pradesh,Andhra Pradesh,Chipurupalle,18.3120723,83.5686458
Chintalavalasa|Andhra Pradesh,Andhra Pradesh,Chintalavalasa,18.0621561,83.4075692
Gajapathinagaram|Andhra Pradesh,Andhra Pradesh,Gajapathinagaram,18.3004453,83.35186152
Sriramnagar|Andhra Pradesh,Andhra Pradesh,Sriramnagar,18.2844735,83.5406602
Kothavalasa|Andhra Pradesh,Andhra Pradesh,Kothavalasa,17.90732485,83.18525101
Tummikapalle|Andhra Pradesh,Andhra Pradesh,Tummikapalle,17.9095265,83.1849963
Jarjapupeta|Andhra Pradesh,Andhra Pradesh,Jarjapupeta,18.1804626,83.4401938
Nellimarla|Andhra Pradesh,Andhra Pradesh,Nellimarla,18.1839779,83.57256756
Rajam|Andhra Pradesh,Andhra Pradesh,Rajam,18.4497559,83.6564679
Ramabhadrapuram|Andhra Pradesh,Andhra Pradesh,Ramabhadrapuram,18.4912496,83.27558109
Srungavarapukota|Andhra Pradesh,Andhra Pradesh,Srungavarapukota,18.12305375,83.18322609
Gajularega|Andhra Pradesh,Andhra Pradesh,Gajularega,18.1270587,83.4009712
Kanapaka|Andhra Pradesh,Andhra Pradesh,Kanapaka,18.1207817,83.3854064
Vizianagaram|Andhra Pradesh,Andhra Pradesh,Vizianagaram,18.1120819,83.40521962
Achanta|Andhra Pradesh,Andhra Pradesh,Achanta,16.5825242,81.81968875
Attilli|Andhra Pradesh,Andhra Pradesh,Attilli,16.6884808,81.6037176
Bhimavaram|Andhra Pradesh,Andhra Pradesh,Bhimavaram,16.5427689,81.527344
Narasapur|Andhra Pradesh,Andhra Pradesh,Narasapur,16.4441905,81.6997881
Palacole|Andhra Pradesh,Andhra Pradesh,Palacole,16.53137155,81.68553062
Pentapadu|Andhra Pradesh,Andhra Pradesh,Pentapadu,16.7737471,81.54150482
Maruteru|Andhra Pradesh,Andhra Pradesh,Maruteru,16.6248514,81.7405497
Pedatadepalli|Andhra Pradesh,Andhra Pradesh,Pedatadepalli,16.8425478,81.4960842
Tadepalligudem|Andhra Pradesh,Andhra Pradesh,Tadepalligudem,16.8102437,81.526592
Tanuku|Andhra Pradesh,Andhra Pradesh,Tanuku,16.75414,81.685839
Badvel|Andhra Pradesh,Andhra Pradesh,Badvel,14.71619875,79.04053537
Chennur|Andhra Pradesh,Andhra Pradesh,Chennur,14.55641945,78.81623472
Kadapa|Andhra Pradesh,Andhra Pradesh,Kadapa,14.4752936,78.8216861
Jammalamadugu|Andhra Pradesh,Andhra Pradesh,Jammalamadugu,14.82604155,78.39903878
Moragudi|Andhra Pradesh,Andhra Pradesh,Moragudi,14.8610783,78.3819114
Muddanur|Andhra Pradesh,Andhra Pradesh,Muddanur,14.6681693,78.36117285
Dommara Nandyala|Andhra Pradesh,Andhra Pradesh,Dommara Nandyala,14.8648568,78.3657342
Mylvaram|Andhra Pradesh,Andhra Pradesh,Mylvaram,14.8587305,78.3301701
Veparala|Andhra Pradesh,Andhra Pradesh,Veparala,14.8572175,78.3482649
Porumamilla|Andhra Pradesh,Andhra Pradesh,Porumamilla,15.00340285,79.03231487
Gopavaram|Andhra Pradesh,Andhra Pradesh,Gopavaram,14.631786,79.14831324
Proddatur|Andhra Pradesh,Andhra Pradesh,Proddatur,14.7522659,78.5485518
Rameswaram|Andhra Pradesh,Andhra Pradesh,Rameswaram,15.1623636,79.0155106
Pulivendula|Andhra Pradesh,Andhra Pradesh,Pulivendula,14.422918,78.2265949
Mydukur|Andhra Pradesh,Andhra Pradesh,Mydukur,14.7358132,78.7258905
Yerraguntla|Andhra Pradesh,Andhra Pradesh,Yerraguntla,14.66318725,78.52186532
Hawai|Arunachal Pradesh,Arunachal Pradesh,Hawai,27.8843894,96.8124468
Changlang|Arunachal Pradesh,Arunachal Pradesh,Changlang,27.1398402,95.7382485
Jairampur|Arunachal Pradesh,Arunachal Pradesh,Jairampur,27.3568598,96.0133959
Miao|Arunachal Pradesh,Arunachal Pradesh,Miao,27.4873015,96.2063386
Anini|Arunachal Pradesh,Arunachal Pradesh,Anini,28.796932,95.9044795
Seppa|Arunachal Pradesh,Arunachal Pradesh,Seppa,27.3594183,93.0406098
Pasighat|Arunachal Pradesh,Arunachal Pradesh,Pasighat,28.0589676,95.3324944
Raga|Arunachal Pradesh,Arunachal Pradesh,Raga,27.7968313,94.0692973
Palin|Arunachal Pradesh,Arunachal Pradesh,Palin,27.6936934,93.6318826
Koloriang|Arunachal Pradesh,Arunachal Pradesh,Koloriang,27.9054828,93.3536693
Basar|Arunachal Pradesh,Arunachal Pradesh,Basar,27.9831179,94.6879423
Tezu|Arunachal Pradesh,Arunachal Pradesh,Tezu,27.9254195,96.1647135
Longding|Arunachal Pradesh,Arunachal Pradesh,Longding,26.8872823,95.320301
Roing|Arunachal Pradesh,Arunachal Pradesh,Roing,28.1368472,95.8430824
Ziro|Arunachal Pradesh,Arunachal Pradesh,Ziro,27.538668,93.815355
Namsai|Arunachal Pradesh,Arunachal Pradesh,Namsai,27.6658391,95.861432
